,train_accuracy,test_accuracy,train_precision,test_precision,train_recall,test_recall,train_f1,test_f1
127,0.8295033132713235,0.705,0.7961748633879782,0.7988338192419825,0.8857681318013253,0.548,0.8385852830297275,0.6500593119810202
128,0.8235455042859748,0.692,0.8077012025901943,0.7840236686390533,0.8492917502583743,0.53,0.8279745147429248,0.6324582338902148
129,0.8219040671165421,0.708,0.8022260273972602,0.7954545454545454,0.8544592376436257,0.56,0.8275192086902764,0.6572769953051644
130,0.8191683385008207,0.701,0.7955082742316785,0.7947214076246334,0.8592011672442094,0.542,0.8261288908373521,0.6444708680142688
131,0.8041218311143534,0.71,0.7693716008830973,0.8,0.8686242324761384,0.56,0.8159908623643632,0.6588235294117647
132,0.802571584898778,0.706,0.7625553914327917,0.7696335078534031,0.8787768253389264,0.588,0.8165513345572659,0.6666666666666666
133,0.8138184692078546,0.727,0.7753654112877414,0.8010610079575596,0.8836403428779865,0.604,0.8259695979542548,0.6887115165336374
134,0.8048817557298316,0.71,0.7601680846648682,0.7678571428571429,0.8908140312481002,0.602,0.8203219034289713,0.6748878923766816
135,0.8198978661316797,0.698,0.8049727599397242,0.8055555555555556,0.844367438750076,0.522,0.8241996261460404,0.633495145631068
136,0.8336373031795246,0.7,0.8183663998143637,0.8164556962025317,0.8576205240440148,0.516,0.8375337667349423,0.6323529411764706
137,0.7953371025594261,0.715,0.7511113408456529,0.7792207792207793,0.8833971670010335,0.6,0.8119011035060762,0.6779661016949152
138,0.7978600522828135,0.714,0.7609031364822408,0.7845744680851063,0.8686850264453766,0.59,0.8112297036448279,0.6735159817351598
139,0.82649401179403,0.703,0.812474544714028,0.8181818181818182,0.8489269864429448,0.522,0.8303008681174932,0.6373626373626373
140,0.8222384339473524,0.697,0.8144018031911738,0.8126984126984127,0.834701197641194,0.512,0.8244265641887835,0.6282208588957056
141,0.816584594808195,0.682,0.8274127632819868,0.8159722222222222,0.8000486351753906,0.47,0.8135006490696668,0.5964467005076142
142,0.802784363791112,0.717,0.7643156609881654,0.7893333333333333,0.8755547449692991,0.592,0.8161623030715176,0.6765714285714286
143,0.8333637303179524,0.698,0.818900843268392,0.8055555555555556,0.8560398808438203,0.522,0.8370586137201284,0.633495145631068
144,0.8265852027478874,0.683,0.8123619025468077,0.7886435331230284,0.8493525442276126,0.5,0.8304455077718668,0.6119951040391677
145,0.8071311325916469,0.704,0.7764583561343986,0.7802197802197802,0.8626056295215515,0.568,0.8172680931947124,0.6574074074074074
146,0.8137272782539972,0.706,0.7882799843584157,0.8065476190476191,0.8578636999209679,0.542,0.8216011644832606,0.6483253588516746
147,0.8331813484102377,0.692,0.8088823761483402,0.7823529411764706,0.8725150465073864,0.532,0.8394946186242396,0.6333333333333333
148,0.8140616450848076,0.709,0.7781307203617961,0.7910863509749304,0.8786552374004499,0.568,0.8253433458013305,0.6612339930151339
149,0.8226639917320202,0.679,0.8177572891097408,0.8096885813148789,0.8303848258252782,0.468,0.8240226833976834,0.5931558935361216
150,0.8010517356678217,0.711,0.7567399419328079,0.7644110275689223,0.8873487750015199,0.61,0.8168564792791785,0.67853170189099
151,0.8160070521004317,0.708,0.7856671795999121,0.7810810810810811,0.8691105842300444,0.578,0.825285033915428,0.664367816091954
152,0.8213569213933978,0.698,0.826578524650933,0.8344594594594594,0.8133625144385677,0.494,0.8199172667381646,0.6206030150753769
153,0.8429691774575963,0.712,0.820776710069938,0.8136094674556213,0.8775609459541613,0.55,0.84821953225996,0.6563245823389021
154,0.8374977202261535,0.704,0.8142299201901851,0.8148148148148148,0.8745212474922488,0.528,0.8432993316918748,0.6407766990291263
155,0.8408717855188765,0.718,0.8084837147887324,0.8061797752808989,0.8933673779561068,0.574,0.8488086642599278,0.6705607476635514
156,0.8009605447139644,0.703,0.7603470943991586,0.7569620253164557,0.8789592072466411,0.598,0.8153620572975412,0.6681564245810055
157,0.8398382880418263,0.711,0.8197208876687256,0.8392282958199357,0.8712991671226215,0.522,0.8447234255739251,0.6436498150431565
158,0.8330597604717612,0.707,0.8157454901734771,0.7982708933717579,0.8604778405982126,0.554,0.8375147928994083,0.654073199527745
159,0.8281050519788437,0.697,0.8104578923147722,0.7957957957957958,0.8565262325977263,0.53,0.8328554961132622,0.6362545018007203
160,0.8372849413338197,0.703,0.8110911741617136,0.8029850746268656,0.8793847650313089,0.538,0.8438584721290435,0.644311377245509
161,0.7993191075445316,0.724,0.7552226426831165,0.7828282828282829,0.8857073378320871,0.62,0.8152770005595971,0.6919642857142857
162,0.8302936348714207,0.712,0.8140825528962886,0.8441558441558441,0.8561006748130585,0.52,0.8345630722730909,0.6435643564356436
163,0.8398686850264454,0.71,0.8140906792516434,0.8240740740740741,0.8809046142622652,0.534,0.8461807988787666,0.6480582524271845
164,0.8018724542525382,0.707,0.7679274807100848,0.7774798927613941,0.8652197701987963,0.58,0.8136756045966497,0.6643757159221076
165,0.8090157456380327,0.704,0.7770027247956404,0.7802197802197802,0.8668004133989908,0.568,0.8194488347366303,0.6574074074074074
166,0.7956714693902365,0.723,0.7497304236200256,0.773955773955774,0.8876527448477111,0.63,0.8128827524774525,0.6945975744211687
167,0.8421484588728798,0.724,0.8098436467738384,0.8294117647058824,0.8942792874946806,0.564,0.849969664576893,0.6714285714285714
168,0.8370721624414859,0.695,0.8360099387915884,0.8397212543554007,0.8386528056416803,0.482,0.8373292867981791,0.6124523506988564
169,0.8139704541309503,0.709,0.7872198431677883,0.7943661971830986,0.8605386345674509,0.564,0.8222480395004357,0.6596491228070176
170,0.8364642227491033,0.721,0.8126659510762104,0.8240469208211144,0.8745212474922488,0.562,0.8424597364568082,0.6682520808561236
171,0.8267979816402213,0.708,0.8018078715400595,0.811377245508982,0.8681986746914706,0.542,0.8336835960303561,0.6498800959232613
172,0.8144568058848562,0.721,0.7764416653305543,0.7900262467191601,0.8832147850933187,0.602,0.8263936291240046,0.6833144154370034
173,0.8152167305003344,0.711,0.7881195821293621,0.7971830985915493,0.8622408657061219,0.566,0.8235157497459719,0.6619883040935672
174,0.8391391573955863,0.687,0.8198864613796663,0.7859327217125383,0.8692321721685209,0.514,0.8438385269121813,0.6215235792019347
175,0.8498996899507569,0.697,0.8166712517193948,0.7838616714697406,0.902364885403368,0.544,0.8573821626617375,0.6422668240850059
176,0.8345188157334792,0.703,0.8201175170166968,0.8222222222222222,0.8570125843516323,0.518,0.8381592246863666,0.6355828220858896
177,0.8128761626846617,0.721,0.7940017137960582,0.8240469208211144,0.8449753784424585,0.562,0.8186958826647818,0.6682520808561236
178,0.8099884491458448,0.728,0.7643338517366511,0.7807881773399015,0.8963462824487811,0.634,0.8250930356193514,0.6997792494481236
179,0.8358866800413399,0.707,0.8166552040348464,0.8145896656534954,0.8662532676758465,0.536,0.8407233678496622,0.646562123039807
180,0.8295033132713235,0.696,0.8326377807782006,0.8245033112582781,0.824791780655359,0.498,0.8286962098769203,0.6209476309226932
181,0.8386832026262995,0.713,0.8167860798362334,0.8051575931232091,0.8732445741382455,0.562,0.8440722785368003,0.6619552414605419
182,0.8445194236731717,0.723,0.806988082340195,0.8176638176638177,0.9056477597422335,0.574,0.8534761809275545,0.6745005875440658
183,0.8116906802845157,0.727,0.7783992180712423,0.8042895442359249,0.8714815490303361,0.6,0.8223146421913093,0.6872852233676976
