,training_accuracy,training_accuracy_druggable,training_accuracy_non_druggable,test_accuracy,test_accuracy_druggable,test_accuracy_non_druggable
118,1.0,1.0,1.0,0.737040274322598,0.7692307692307693,0.7356305705663555
119,0.9998148148148148,0.9996296296296296,1.0,0.7418812613460634,0.7516025641025641,0.741455540739701
120,0.9998148148148148,0.9996296296296296,1.0,0.7363679150137834,0.7564102564102564,0.7354902098392869
121,0.9998148148148148,0.9996296296296296,1.0,0.7363679150137834,0.7564102564102564,0.7354902098392869
122,1.0,1.0,1.0,0.7417467894843004,0.7612179487179487,0.7408940978314268
123,0.9998148148148148,0.9996296296296296,1.0,0.7386539366637531,0.7628205128205128,0.7375956207453155
124,1.0,1.0,1.0,0.7440328111342701,0.7532051282051282,0.7436311320092638
125,0.9996296296296296,0.9996296296296296,0.9996296296296296,0.7399314193505009,0.7516025641025641,0.7394203101972068
126,0.9996296296296296,0.9996296296296296,0.9996296296296296,0.7399314193505009,0.7516025641025641,0.7394203101972068
127,1.0,1.0,1.0,0.7401331271431453,0.7451923076923077,0.7399115727419469
128,1.0,1.0,1.0,0.7378471054931756,0.7483974358974359,0.7373850796547126
129,1.0,1.0,1.0,0.7378471054931756,0.7483974358974359,0.7373850796547126
130,0.9996296296296296,0.9996296296296296,0.9996296296296296,0.7418140254151818,0.7628205128205128,0.7408940978314268
131,1.0,1.0,1.0,0.7398641834196195,0.7548076923076923,0.739209769106604
